sample_id,dish_name,path,type,bands,height,width,valid_pixels,source_roi_name,has_microplastic,total_microplastic_area_pixels,total_microplastic_area_ratio,total_count,total_component_max_area,total_component_mean_area,soil_area_pixels,soil_area_ratio,soil_count,soil_component_max_area,soil_component_mean_area,soil_spectral_mean,soil_spectral_std,soil_pixel_spectral_std_mean,soil_band_48_mean,soil_band_48_std,soil_band_116_mean,soil_band_116_std,soil_band_183_mean,soil_band_183_std,pp_area_pixels,pp_area_ratio,pp_count,pp_component_max_area,pp_component_mean_area,pp_spectral_mean,pp_spectral_std,pp_pixel_spectral_std_mean,pp_band_48_mean,pp_band_48_std,pp_band_116_mean,pp_band_116_std,pp_band_183_mean,pp_band_183_std,pet_area_pixels,pet_area_ratio,pet_count,pet_component_max_area,pet_component_mean_area,pet_spectral_mean,pet_spectral_std,pet_pixel_spectral_std_mean,pet_band_48_mean,pet_band_48_std,pet_band_116_mean,pet_band_116_std,pet_band_183_mean,pet_band_183_std,ps_area_pixels,ps_area_ratio,ps_count,ps_component_max_area,ps_component_mean_area,ps_spectral_mean,ps_spectral_std,ps_pixel_spectral_std_mean,ps_band_48_mean,ps_band_48_std,ps_band_116_mean,ps_band_116_std,ps_band_183_mean,ps_band_183_std,pp_proxy_percent,pet_proxy_percent,ps_proxy_percent,total_proxy_percent
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S5,S5,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S5.npz,roi,633,469,469,172789,S5,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3966791331768036,0.11060303449630737,0.14166490733623505,0.19809691607952118,0.1109987124800682,0.25169292092323303,0.11295545101165771,0.32383424043655396,0.11791598796844482,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S6,S6,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S6.npz,roi,633,469,469,172789,S6,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.38753753900527954,0.10443597286939621,0.12829288840293884,0.19230757653713226,0.12499048560857773,0.24943839013576508,0.12450218200683594,0.3259543776512146,0.11907238513231277,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S1,s1,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S1.npz,roi,633,469,469,172789,s1,1,9056,0.05241074373947416,9,1626,1006.2222222222222,163733,0.9475892562605258,0,0,0.0,0.32185986638069153,0.0735185295343399,0.14717072248458862,0.18550285696983337,0.14805643260478973,0.22834424674510956,0.15235868096351624,0.280486136674881,0.1480960249900818,9056,0.05241074373947416,9,1626,1006.2222222222222,0.37129339575767517,0.06806015223264694,0.1316259503364563,0.28404536843299866,0.113850437104702,0.3221169710159302,0.12408357113599777,0.3588263988494873,0.1286569982767105,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2410743739474155,0.0,0.0,5.2410743739474155
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S10,s10,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S10.npz,roi,633,469,469,172789,s10,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.35754722356796265,0.060126617550849915,0.18379850685596466,0.2399156540632248,0.21767234802246094,0.2803431451320648,0.21472065150737762,0.32848188281059265,0.2002350240945816,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S4,s4,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S4.npz,roi,633,469,469,171374,s4,1,2458,0.0143428991562314,5,1020,491.6,168916,0.9856571008437686,0,0,0.0,0.29718831181526184,0.06680662930011749,0.14141947031021118,0.16930146515369415,0.14317621290683746,0.20898960530757904,0.14359860122203827,0.2613828182220459,0.13741081953048706,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458,0.0143428991562314,5,1020,491.6,0.42989614605903625,0.046018894761800766,0.09247855842113495,0.3788018226623535,0.1045786589384079,0.43931540846824646,0.10596900433301926,0.46386533975601196,0.09730803966522217,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4342899156231401,0.0,1.4342899156231401
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S7,s7,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S7.npz,roi,633,469,469,172789,s7,1,3582,0.02073048631567982,5,1445,716.4,169207,0.9792695136843201,0,0,0.0,0.3746541440486908,0.09420613199472427,0.13819749653339386,0.20085963606834412,0.12385639548301697,0.24724876880645752,0.12428650259971619,0.31564247608184814,0.12289847433567047,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3582,0.02073048631567982,5,1445,716.4,0.39477813243865967,0.06335016340017319,0.14873665571212769,0.3184274435043335,0.1514281928539276,0.34851741790771484,0.145659938454628,0.39879512786865234,0.14395111799240112,0.0,0.0,2.073048631567982,2.073048631567982
S7-S10_1_FX10FX17_2026_06_25_14_44_59_S10,S10,microplastic/S7-S10_1_2026_06_25_14_44_59/Merged/S7-S10_1_FX10FX17_2026_06_25_14_44_59_S10.npz,roi,633,469,469,172789,S10,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.33719319105148315,0.08820292353630066,0.12442301213741302,0.1769307255744934,0.11032848060131073,0.22608211636543274,0.11011095345020294,0.28545165061950684,0.10633350163698196,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_1_FX10FX17_2026_06_25_14_44_59_S7,S7,microplastic/S7-S10_1_2026_06_25_14_44_59/Merged/S7-S10_1_FX10FX17_2026_06_25_14_44_59_S7.npz,roi,633,469,469,172789,S7,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3876911401748657,0.10478071868419647,0.13468757271766663,0.19494271278381348,0.12054955214262009,0.250244677066803,0.12143311649560928,0.324076771736145,0.12187834829092026,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_1_FX10FX17_2026_06_25_14_44_59_S8,S8,microplastic/S7-S10_1_2026_06_25_14_44_59/Merged/S7-S10_1_FX10FX17_2026_06_25_14_44_59_S8.npz,roi,633,469,469,172789,S8,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.42262375354766846,0.11739154160022736,0.13080164790153503,0.20713600516319275,0.1137632355093956,0.2665623426437378,0.1119074672460556,0.34933343529701233,0.10955604910850525,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_1_FX10FX17_2026_06_25_14_44_59_S9,S9,microplastic/S7-S10_1_2026_06_25_14_44_59/Merged/S7-S10_1_FX10FX17_2026_06_25_14_44_59_S9.npz,roi,633,469,469,172789,S9,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3412507474422455,0.0970052033662796,0.13318760693073273,0.16918227076530457,0.1158742606639862,0.2148352712392807,0.11617939919233322,0.27956390380859375,0.1135353222489357,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_2_FX10FX17_2026_06_25_14_51_50_S10,S10,microplastic/S7-S10_2_2026_06_25_14_51_50/Merged/S7-S10_2_FX10FX17_2026_06_25_14_51_50_S10.npz,roi,633,469,469,172658,S10,0,0,0.0,0,0,0.0,172658,1.0,0,0,0.0,0.3592858612537384,0.05700339749455452,0.19012054800987244,0.24462223052978516,0.2343188226222992,0.2827083468437195,0.23038484156131744,0.3319467306137085,0.2148239016532898,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_2_FX10FX17_2026_06_25_14_51_50_S7,S7,microplastic/S7-S10_2_2026_06_25_14_51_50/Merged/S7-S10_2_FX10FX17_2026_06_25_14_51_50_S7.npz,roi,633,469,469,172789,S7,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3464522659778595,0.09281689673662186,0.13662931323051453,0.17618075013160706,0.11616874486207962,0.22461535036563873,0.11725889146327972,0.28982728719711304,0.11903033405542374,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_2_FX10FX17_2026_06_25_14_51_50_S8,S8,microplastic/S7-S10_2_2026_06_25_14_51_50/Merged/S7-S10_2_FX10FX17_2026_06_25_14_51_50_S8.npz,roi,633,469,469,171560,S8,0,0,0.0,0,0,0.0,171560,1.0,0,0,0.0,0.30812495946884155,0.0613432414829731,0.1602729707956314,0.18802878260612488,0.19170105457305908,0.2262575477361679,0.19189287722110748,0.2757435739040375,0.18093779683113098,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_2_FX10FX17_2026_06_25_14_51_50_S9,S9,microplastic/S7-S10_2_2026_06_25_14_51_50/Merged/S7-S10_2_FX10FX17_2026_06_25_14_51_50_S9.npz,roi,633,469,469,172789,S9,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.34155595302581787,0.0903368890285492,0.13815051317214966,0.17833104729652405,0.11600189656019211,0.2186318337917328,0.11970120668411255,0.282818466424942,0.12022808939218521,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_3_FX10FX17_2026_06_25_14_55_14_S10,S7-S10_3_FX10FX17_2026_06_25_14_55_14_S10,microplastic/S7-S10_3_2026_06_25_14_55_14/Merged/S7-S10_3_FX10FX17_2026_06_25_14_55_14_S10.npz,,633,469,469,172789,,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.35434287786483765,0.0667053759098053,0.18408195674419403,0.2263951152563095,0.20959798991680145,0.26752007007598877,0.20606066286563873,0.3182244300842285,0.19205163419246674,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_3_FX10FX17_2026_06_25_14_55_14_S7,S7-S10_3_FX10FX17_2026_06_25_14_55_14_S7,microplastic/S7-S10_3_2026_06_25_14_55_14/Merged/S7-S10_3_FX10FX17_2026_06_25_14_55_14_S7.npz,,633,469,469,172789,,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.37038347125053406,0.09889739006757736,0.1366434246301651,0.187236949801445,0.11760608106851578,0.24181897938251495,0.11987817287445068,0.3122314512729645,0.12159723043441772,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_3_FX10FX17_2026_06_25_14_55_14_S8,S7-S10_3_FX10FX17_2026_06_25_14_55_14_S8,microplastic/S7-S10_3_2026_06_25_14_55_14/Merged/S7-S10_3_FX10FX17_2026_06_25_14_55_14_S8.npz,,633,469,469,172789,,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3288196325302124,0.08205971121788025,0.13036248087882996,0.17421464622020721,0.1362358182668686,0.2208804041147232,0.135871022939682,0.2816462218761444,0.12923486530780792,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7-S10_3_FX10FX17_2026_06_25_14_55_14_S9,S7-S10_3_FX10FX17_2026_06_25_14_55_14_S9,microplastic/S7-S10_3_2026_06_25_14_55_14/Merged/S7-S10_3_FX10FX17_2026_06_25_14_55_14_S9.npz,,633,469,469,172789,,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.347031831741333,0.0901571661233902,0.13527601957321167,0.18144433200359344,0.12262924760580063,0.2242109775543213,0.12454886734485626,0.28997546434402466,0.12239954620599747,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
